Job_Title,Skills,Education_Level,Preferred_Location,Experience
Full Stack Developer,"JavaScript, HTML, Express.js, Git",M.Sc,Chennai,10
HR Executive,"Compliance, HR Policies, HRMS, Onboarding",B.Tech,Mumbai,8
QA Engineer,"JIRA, Manual Testing, Automation Testing, Performance Testing, API Testing",B.Sc,Delhi,10
HR Executive,"Onboarding, HR Policies, Recruitment, Attendance Management, Employee Relations, Compliance",B.Tech,Hyderabad,6
Data Analyst,"Tableau, Python, Dashboarding, Data Cleaning, Statistics, Power BI",MBA,Remote,10
Frontend Developer,"CSS, TypeScript, Next.js, React, JavaScript",M.Sc,Remote,11
Data Scientist,"SQL, Matplotlib, Statistics, Deep Learning",M.Tech,Chennai,11
UI/UX Designer,"Responsive Design, Design Thinking, User Research, Figma",B.Tech,Hyderabad,2
QA Engineer,"Test Cases, Regression Testing, JIRA, TestNG, Automation Testing, Performance Testing",MCA,Remote,12
IT Project Manager,"Scrum, Agile, Team Management, Client Communication, Reporting, JIRA, Timeline Tracking",MBA,Chennai,4
Cybersecurity Analyst,"Incident Response, Nmap, Wireshark, Firewalls, Kali Linux",M.Tech,Chennai,8
IT Project Manager,"Project Planning, Reporting, Budget Management, Risk Management, Team Management",M.Sc,Chennai,9
Machine Learning Engineer,"PyTorch, Python, Model Deployment, ML Algorithms, Scikit-Learn, Deep Learning, Keras",MCA,Remote,11
Full Stack Developer,"CSS, Git, MongoDB, REST APIs, Node.js, React",M.Sc,Pune,1
Backend Developer,"MySQL, Java, Node.js, MongoDB",B.Sc,Bangalore,8
Cybersecurity Analyst,"Kali Linux, SIEM, Wireshark, Network Security, Ethical Hacking",M.Tech,Pune,11
Frontend Developer,"JavaScript, TypeScript, Redux, Next.js",MCA,Mumbai,8
Technical Support Engineer,"Customer Support, Ticketing Systems, Documentation, Troubleshooting, Networking",MCA,Hyderabad,9
HR Executive,"Onboarding, Employee Relations, Attendance Management, Interview Scheduling",B.Tech,Chennai,9
Frontend Developer,"JavaScript, CSS, Responsive Design, Next.js, TypeScript",B.Sc,Chennai,1
Business Analyst,"SQL, Power BI, Requirement Gathering, Tableau",MCA,Pune,9
Machine Learning Engineer,"Pandas, TensorFlow, Deep Learning, Model Deployment",B.Tech,Remote,6
DevOps Engineer,"Ansible, Kubernetes, Terraform, Linux, AWS",B.Sc,Hyderabad,1
IT Project Manager,"Budget Management, Timeline Tracking, Team Management, Project Planning, Agile, Reporting",B.Sc,Chennai,10
QA Engineer,"JIRA, API Testing, Bug Tracking, Performance Testing, TestNG, Regression Testing",M.Sc,Pune,9
AI Researcher,"ML Frameworks, Python, Research Papers, Natural Language Processing, Data Generation, PyTorch",B.Sc,Pune,12
QA Engineer,"API Testing, Automation Testing, Test Cases, TestNG",B.Tech,Mumbai,9
Full Stack Developer,"React, Git, JavaScript, CSS, Express.js, MongoDB",B.Sc,Remote,9
AI Researcher,"Data Generation, Mathematical Modeling, Research Papers, Computer Vision",M.Tech,Hyderabad,0
DevOps Engineer,"Kubernetes, CI/CD, AWS, Terraform, Monitoring, Ansible, Git",B.Sc,Pune,9
Full Stack Developer,"HTML, Docker, MongoDB, Express.js",M.Sc,Remote,0
Software Engineer,"Git, Data Structures, System Design, Python, Debugging, Java",MCA,Delhi,1
DevOps Engineer,"Linux, Terraform, Kubernetes, CI/CD, Monitoring",M.Sc,Delhi,4
Machine Learning Engineer,"Scikit-Learn, Python, AWS, Pandas",B.Tech,Mumbai,6
Frontend Developer,"Responsive Design, Tailwind CSS, Redux, TypeScript, HTML, Bootstrap, React",M.Sc,Chennai,6
Frontend Developer,"Bootstrap, JavaScript, React, Redux, Tailwind CSS, CSS, Responsive Design",MCA,Bangalore,2
Database Administrator,"Oracle, Indexing, MySQL, Backup & Recovery, Performance Tuning, Monitoring",MCA,Chennai,6
System Administrator,"Windows Server, DNS, Backup Management, Monitoring",B.Sc,Delhi,10
Data Scientist,"Deep Learning, Data Visualization, Matplotlib, SQL, TensorFlow, Statistics, Python",B.Sc,Delhi,10
Data Scientist,"Matplotlib, Statistics, Pandas, Python",M.Sc,Pune,6
AI Researcher,"TensorFlow, Mathematical Modeling, PyTorch, Deep Learning",M.Sc,Remote,11
UI/UX Designer,"Sketch, CSS, Responsive Design, Design Thinking, User Research, Wireframes, Adobe XD",B.Sc,Hyderabad,2
System Administrator,"Firewall, Virtualization, Monitoring, Backup Management, Windows Server",MBA,Delhi,12
Full Stack Developer,"JavaScript, HTML, MongoDB, Docker, REST APIs, Node.js, CSS",B.Sc,Chennai,0
System Administrator,"Shell Scripting, Linux, Virtualization, DNS, Backup Management",MBA,Delhi,6
Machine Learning Engineer,"Python, TensorFlow, Pandas, ML Algorithms, PyTorch",B.Tech,Chennai,11
Business Analyst,"Process Modeling, Tableau, SQL, Documentation",MCA,Chennai,10
AI Researcher,"Python, TensorFlow, Mathematical Modeling, Research Papers, ML Frameworks, Natural Language Processing",M.Tech,Delhi,0
Product Manager,"User Stories, Jira, Product Strategy, Scrum",MCA,Pune,0
Backend Developer,"REST APIs, Express.js, Docker, Node.js, MySQL, Git",B.Sc,Hyderabad,5
Product Manager,"User Stories, Product Strategy, Stakeholder Management, Roadmap Planning, Scrum",M.Tech,Remote,0
Technical Support Engineer,"Customer Support, Ticketing Systems, Remote Support, Hardware, Windows OS",M.Sc,Delhi,7
Database Administrator,"Backup & Recovery, Oracle, MySQL, Indexing",MCA,Mumbai,11
Full Stack Developer,"Express.js, Node.js, React, Git, JavaScript, HTML, Docker",M.Tech,Pune,9
Full Stack Developer,"REST APIs, Git, JavaScript, React, Docker",B.Sc,Pune,6
IT Project Manager,"Budget Management, Agile, Project Planning, Scrum, JIRA, Timeline Tracking, Client Communication",B.Tech,Pune,6
QA Engineer,"TestNG, Selenium, Automation Testing, Performance Testing",M.Tech,Chennai,3
Data Analyst,"Data Modeling, Data Cleaning, SQL, Tableau, Excel, Statistics",B.Sc,Delhi,11
Frontend Developer,"Bootstrap, TypeScript, Redux, Tailwind CSS",MBA,Chennai,7
System Administrator,"Firewall, Monitoring, Linux, Active Directory, Virtualization, Backup Management, Shell Scripting",M.Tech,Hyderabad,8
Cybersecurity Analyst,"Vulnerability Assessment, Ethical Hacking, Risk Assessment, Incident Response, Firewalls",B.Sc,Pune,5
UI/UX Designer,"Adobe XD, User Research, Wireframes, Responsive Design",MBA,Delhi,0
Machine Learning Engineer,"ML Algorithms, Keras, Python, Model Deployment, AWS",M.Sc,Mumbai,12
Software Engineer,"OOP, Data Structures, Python, Algorithms, Git, Agile",B.Tech,Hyderabad,0
DevOps Engineer,"Linux, Terraform, AWS, Jenkins, Kubernetes",B.Tech,Remote,9
UI/UX Designer,"Figma, Sketch, Prototyping, HTML, CSS",B.Sc,Delhi,0
Software Engineer,"Data Structures, Debugging, Git, System Design",B.Tech,Hyderabad,0
Full Stack Developer,"JavaScript, REST APIs, React, MongoDB, Express.js, Git, CSS",MCA,Hyderabad,9
Business Analyst,"Power BI, Excel, Data Analysis, Documentation, Use Cases, Process Modeling, Tableau",M.Tech,Hyderabad,5
AI Researcher,"ML Frameworks, Python, Mathematical Modeling, Natural Language Processing, TensorFlow, Deep Learning",B.Sc,Hyderabad,2
Data Scientist,"Data Visualization, SQL, Pandas, Deep Learning, NumPy",B.Tech,Pune,11
Cybersecurity Analyst,"Nmap, Network Security, Vulnerability Assessment, Incident Response, Firewalls",B.Sc,Pune,12
AI Researcher,"Deep Learning, Natural Language Processing, Python, PyTorch, Mathematical Modeling, ML Frameworks",M.Tech,Remote,11
Full Stack Developer,"Node.js, JavaScript, Git, HTML, Express.js, REST APIs, CSS",MCA,Chennai,4
IT Project Manager,"Reporting, Client Communication, Project Planning, Team Management, JIRA, Risk Management",MCA,Remote,1
Product Manager,"User Stories, Wireframing, Agile, KPIs, Product Strategy",B.Sc,Hyderabad,10
IT Project Manager,"Budget Management, Project Planning, Risk Management, Client Communication, Agile, JIRA, Timeline Tracking",M.Tech,Chennai,6
UI/UX Designer,"Adobe XD, HTML, Sketch, User Research, Wireframes, Design Thinking",B.Tech,Chennai,7
Frontend Developer,"Redux, CSS, Next.js, JavaScript, Responsive Design, Bootstrap, React",M.Tech,Delhi,10
Product Manager,"Agile, Product Strategy, User Stories, Jira, Wireframing, A/B Testing",M.Sc,Chennai,1
Software Engineer,"Algorithms, System Design, Agile, SQL, Java",M.Tech,Bangalore,2
QA Engineer,"Test Cases, Manual Testing, Bug Tracking, API Testing, Regression Testing, JIRA",MBA,Bangalore,9
Full Stack Developer,"Express.js, Node.js, CSS, React, REST APIs, Git, HTML",B.Sc,Remote,2
Business Analyst,"Tableau, Requirement Gathering, Stakeholder Communication, Data Analysis, SQL",B.Tech,Delhi,9
System Administrator,"DNS, Monitoring, Active Directory, Firewall",M.Tech,Remote,6
Data Scientist,"Matplotlib, Python, TensorFlow, Scikit-Learn",B.Tech,Bangalore,12
Cloud Engineer,"CloudFormation, Docker, Kubernetes, AWS, CI/CD",M.Tech,Bangalore,12
DevOps Engineer,"Terraform, Jenkins, Kubernetes, Docker, Linux, Monitoring, CI/CD",M.Tech,Delhi,12
HR Executive,"Recruitment, Exit Formalities, Payroll, HRMS, Interview Scheduling",B.Sc,Bangalore,6
Software Engineer,"Java, Debugging, Algorithms, SQL",B.Sc,Bangalore,11
Cybersecurity Analyst,"Kali Linux, Wireshark, SIEM, Firewalls, Network Security, Vulnerability Assessment",B.Sc,Delhi,9
Software Engineer,"Agile, Git, Debugging, OOP, Java, Python",MCA,Bangalore,5
HR Executive,"HRMS, Interview Scheduling, Attendance Management, Onboarding, Recruitment, HR Policies, Employee Relations",MBA,Mumbai,3
Data Scientist,"Python, NumPy, SQL, Matplotlib, Data Visualization",M.Tech,Remote,7
AI Researcher,"Data Generation, Deep Learning, Mathematical Modeling, Research Papers, Natural Language Processing, PyTorch, ML Frameworks",MBA,Remote,0
Data Analyst,"Data Modeling, Python, Dashboarding, Power BI, SQL, Pandas, Data Cleaning",B.Sc,Mumbai,2
Machine Learning Engineer,"Python, TensorFlow, Model Deployment, ML Algorithms, Keras, Pandas, Deep Learning",MCA,Remote,10
Backend Developer,"MySQL, Spring Boot, MongoDB, Docker, Java, REST APIs",MCA,Mumbai,2
Frontend Developer,"Bootstrap, Next.js, CSS, HTML, Responsive Design, Tailwind CSS",B.Tech,Pune,5
DevOps Engineer,"Terraform, Jenkins, Docker, Ansible",MBA,Bangalore,7
Data Scientist,"Data Visualization, Matplotlib, Python, Deep Learning",MCA,Chennai,3
Frontend Developer,"Next.js, JavaScript, Responsive Design, HTML, CSS, TypeScript",B.Sc,Delhi,6
HR Executive,"HR Policies, Interview Scheduling, Exit Formalities, Compliance, Payroll, Onboarding, Employee Relations",MCA,Chennai,8
AI Researcher,"Deep Learning, Research Papers, Data Generation, Computer Vision, Natural Language Processing",MCA,Hyderabad,5
Data Analyst,"Statistics, Python, Data Cleaning, Dashboarding, Excel, Pandas, Data Modeling",MBA,Chennai,8
QA Engineer,"Regression Testing, Bug Tracking, Performance Testing, Test Cases, Automation Testing, Selenium",MBA,Chennai,6
Cloud Engineer,"CI/CD, CloudFormation, Azure, Monitoring, Docker, Kubernetes",B.Sc,Bangalore,2
Software Engineer,"System Design, Java, Python, Git",B.Tech,Pune,2
AI Researcher,"Natural Language Processing, Mathematical Modeling, PyTorch, ML Frameworks",B.Tech,Remote,12
HR Executive,"Onboarding, Compliance, Recruitment, HRMS, Employee Relations, Interview Scheduling",MBA,Chennai,8
Frontend Developer,"Next.js, Bootstrap, Redux, JavaScript, TypeScript, Responsive Design, Tailwind CSS",M.Sc,Pune,9
Cybersecurity Analyst,"Kali Linux, Ethical Hacking, Network Security, Incident Response, SIEM",M.Tech,Pune,8
Frontend Developer,"React, HTML, Bootstrap, Next.js",M.Tech,Chennai,12
Data Scientist,"Statistics, TensorFlow, Deep Learning, Python, Scikit-Learn",M.Tech,Pune,0
UI/UX Designer,"CSS, Adobe XD, Design Thinking, User Research, Sketch, Figma",B.Tech,Mumbai,4
AI Researcher,"Computer Vision, Mathematical Modeling, Deep Learning, Natural Language Processing, ML Frameworks, Python",B.Sc,Remote,9
Full Stack Developer,"Git, REST APIs, MongoDB, Node.js, React, Docker, CSS",M.Tech,Chennai,4
QA Engineer,"Manual Testing, Bug Tracking, TestNG, Regression Testing",B.Tech,Remote,3
Data Analyst,"Tableau, Pandas, Excel, Statistics, SQL, Data Modeling, Data Cleaning",B.Sc,Bangalore,10
HR Executive,"Employee Relations, Recruitment, Onboarding, HR Policies",MCA,Remote,5
HR Executive,"Payroll, HR Policies, Exit Formalities, Attendance Management",M.Tech,Remote,7
Backend Developer,"MongoDB, Docker, Java, MySQL",MBA,Remote,11
Product Manager,"Wireframing, Agile, Roadmap Planning, A/B Testing, Scrum, Jira, Product Strategy",M.Sc,Pune,3
IT Project Manager,"Timeline Tracking, Reporting, Project Planning, Client Communication, Budget Management",M.Tech,Mumbai,12
UI/UX Designer,"Design Thinking, User Research, Wireframes, Adobe XD, Responsive Design, Prototyping, HTML",B.Sc,Mumbai,11
Machine Learning Engineer,"Deep Learning, Pandas, AWS, TensorFlow",MCA,Bangalore,8
Data Analyst,"Excel, Pandas, SQL, Data Cleaning",B.Sc,Pune,0
IT Project Manager,"Risk Management, Timeline Tracking, Project Planning, Agile, Budget Management, Reporting, JIRA",B.Tech,Chennai,3
Data Scientist,"Python, Statistics, NumPy, Matplotlib, Scikit-Learn, TensorFlow, Pandas",B.Sc,Hyderabad,0
Technical Support Engineer,"Linux, Email Support, Windows OS, Ticketing Systems, Hardware",MCA,Remote,8
IT Project Manager,"Risk Management, Budget Management, Timeline Tracking, Reporting, Scrum, Team Management, Agile",MCA,Bangalore,0
DevOps Engineer,"Jenkins, Docker, Ansible, Kubernetes, Terraform, AWS",MBA,Remote,3
Machine Learning Engineer,"Pandas, ML Algorithms, Python, Scikit-Learn, AWS",MCA,Mumbai,8
Frontend Developer,"Redux, React, TypeScript, Bootstrap, HTML",M.Sc,Chennai,8
Technical Support Engineer,"Remote Support, Documentation, Hardware, Networking, Linux, Troubleshooting",MBA,Remote,1
Business Analyst,"Use Cases, Power BI, Tableau, SQL, Process Modeling, Requirement Gathering",M.Sc,Remote,9
Data Analyst,"Python, Data Cleaning, Data Modeling, Statistics, Dashboarding, Pandas",B.Sc,Mumbai,10
Data Analyst,"Tableau, SQL, Data Cleaning, Statistics, Python",MBA,Hyderabad,7
Machine Learning Engineer,"Python, Pandas, Deep Learning, Keras",B.Tech,Pune,12
Data Analyst,"Pandas, Data Cleaning, Excel, Tableau, Power BI, Python, Data Modeling",B.Sc,Mumbai,9
AI Researcher,"Data Generation, Python, Natural Language Processing, TensorFlow, Deep Learning",B.Tech,Delhi,1
Frontend Developer,"Bootstrap, CSS, TypeScript, Redux",M.Tech,Delhi,8
Database Administrator,"PostgreSQL, Backup & Recovery, Oracle, Indexing",M.Tech,Mumbai,9
Data Scientist,"NumPy, Matplotlib, Scikit-Learn, Statistics, Python",M.Tech,Hyderabad,2
AI Researcher,"Computer Vision, Deep Learning, Mathematical Modeling, TensorFlow, Research Papers",MBA,Pune,3
UI/UX Designer,"CSS, Design Thinking, Responsive Design, Prototyping, HTML",MCA,Bangalore,6
HR Executive,"Attendance Management, Interview Scheduling, Recruitment, Onboarding",B.Sc,Pune,10
Data Scientist,"Deep Learning, Data Visualization, Matplotlib, SQL, NumPy, TensorFlow, Python",M.Sc,Hyderabad,8
IT Project Manager,"Risk Management, Agile, Timeline Tracking, Reporting, JIRA",B.Tech,Hyderabad,10
Cloud Engineer,"Terraform, Docker, CI/CD, Azure",MCA,Mumbai,8
Database Administrator,"Monitoring, Oracle, Database Security, Replication",MBA,Chennai,1
HR Executive,"Compliance, Employee Relations, Exit Formalities, Onboarding, Recruitment",MBA,Remote,7
Frontend Developer,"TypeScript, Bootstrap, Redux, CSS",MBA,Pune,7
UI/UX Designer,"Adobe XD, Sketch, Wireframes, Design Thinking, Prototyping, HTML",MBA,Delhi,10
Software Engineer,"Git, Java, System Design, OOP",MCA,Mumbai,10
AI Researcher,"Computer Vision, Deep Learning, Research Papers, Data Generation",MBA,Pune,8
Product Manager,"Stakeholder Management, User Stories, Roadmap Planning, Agile, Product Strategy",MBA,Remote,1
Backend Developer,"MySQL, AWS, MongoDB, Docker, Git",M.Tech,Bangalore,2
Machine Learning Engineer,"Python, Pandas, Keras, Scikit-Learn",MCA,Bangalore,12
HR Executive,"Employee Relations, HRMS, Interview Scheduling, Attendance Management, HR Policies, Compliance",M.Sc,Bangalore,3
Cloud Engineer,"Terraform, Kubernetes, CloudFormation, Linux, Docker",B.Tech,Bangalore,11
Product Manager,"KPIs, Roadmap Planning, User Stories, Jira, Agile",M.Sc,Hyderabad,8
UI/UX Designer,"Sketch, CSS, User Research, Prototyping, HTML, Responsive Design",B.Tech,Remote,10
UI/UX Designer,"Figma, CSS, Wireframes, Sketch, HTML, User Research, Design Thinking",M.Sc,Chennai,4
QA Engineer,"Test Cases, Manual Testing, Automation Testing, Regression Testing, Performance Testing",M.Tech,Mumbai,12
Cybersecurity Analyst,"Ethical Hacking, SIEM, Wireshark, Vulnerability Assessment, Network Security, Nmap, Risk Assessment",MBA,Hyderabad,10
DevOps Engineer,"Docker, Monitoring, Kubernetes, CI/CD",B.Sc,Pune,3
Software Engineer,"Python, System Design, Git, Algorithms",MCA,Bangalore,3
Machine Learning Engineer,"Keras, PyTorch, Pandas, AWS, Model Deployment",M.Tech,Bangalore,3
Full Stack Developer,"React, REST APIs, JavaScript, Git, Express.js, HTML",B.Sc,Pune,7
Backend Developer,"MySQL, Java, REST APIs, Node.js, Express.js, Spring Boot, Git",MBA,Pune,2
HR Executive,"HR Policies, Employee Relations, Onboarding, Interview Scheduling, Payroll, Attendance Management",MCA,Pune,11
AI Researcher,"ML Frameworks, Research Papers, Data Generation, TensorFlow",M.Tech,Bangalore,3
AI Researcher,"TensorFlow, Python, Natural Language Processing, ML Frameworks, PyTorch",B.Tech,Delhi,7
DevOps Engineer,"Monitoring, CI/CD, Linux, AWS, Terraform, Ansible, Docker",B.Tech,Hyderabad,8
QA Engineer,"Manual Testing, Regression Testing, Automation Testing, Selenium, Bug Tracking, JIRA",B.Sc,Hyderabad,12
Full Stack Developer,"MongoDB, JavaScript, CSS, React, Node.js, REST APIs, Git",B.Sc,Mumbai,6
System Administrator,"Linux, Firewall, Networking, DNS, Monitoring, Active Directory, Backup Management",B.Tech,Pune,8
Data Scientist,"Pandas, Statistics, SQL, Matplotlib, Data Visualization",B.Tech,Hyderabad,9
Technical Support Engineer,"Documentation, Hardware, Networking, Customer Support, Troubleshooting, Email Support",B.Sc,Bangalore,12
UI/UX Designer,"Figma, Wireframes, Sketch, Design Thinking, CSS",B.Tech,Bangalore,0
Database Administrator,"Replication, Performance Tuning, PostgreSQL, Database Security, Monitoring, Oracle",B.Sc,Mumbai,12
AI Researcher,"TensorFlow, ML Frameworks, Mathematical Modeling, Data Generation",B.Tech,Bangalore,6
IT Project Manager,"JIRA, Agile, Project Planning, Reporting, Team Management, Scrum, Timeline Tracking",MCA,Pune,11
HR Executive,"HRMS, Interview Scheduling, HR Policies, Attendance Management, Payroll",B.Tech,Chennai,7
Data Analyst,"Dashboarding, Python, SQL, Statistics",MCA,Mumbai,12
Database Administrator,"Oracle, SQL Queries, PostgreSQL, Database Security",B.Sc,Mumbai,6
